_id,price,status,budget,platforms,docs,keyFeatures,created,startDate,price,stale
ObjectId(5554f1565482cf0300d2e769),60000,ready,,,"[{""isCloseable"":true,""isOpenDefault"":true,""isValid"":true,""name"":""Work Proposal"",""subType"":""proposal"",""type"":""system"",""uploaderName"":""""},{""isCloseable"":true,""isOpenDefault"":false,""isValid"":true,""name"":""Work Contract"",""subType"":""contract"",""type"":""system"",""uploaderName"":""""}]","[{""descriptions"":[""Choose database compatible with SQLworkbench"",""Set up \u0026 make accessible""],""display"":""Set up SQLworkbench-compatible cloud database"",""title"":""Set up SQLworkbench-compatible cloud database""},{""descriptions"":[""Customer will provide files""],""display"":""Upload SQL files to database"",""title"":""Upload SQL files to database""}]",2015-05-14T19:02:46.051Z,2015-05-14T19:02:45.938Z,60000,%!s(bool=true)
ObjectId(55598ff0f8bda60300a5feff),1065000,ready,,,"[{""isCloseable"":true,""isOpenByUser"":{},""isOpenDefault"":true,""isValid"":true,""name"":""Work Proposal"",""subType"":""proposal"",""type"":""system"",""uploaderName"":""""},{""isCloseable"":true,""isOpenByUser"":{},""isOpenDefault"":false,""isValid"":true,""name"":""Work Contract"",""subType"":""contract"",""type"":""system"",""uploaderName"":""""}]","[{""descriptions"":[""no notifications"",""anyone logged into the app can join a room""],""display"":""3 public chatrooms"",""title"":""3 public chatrooms""},{""descriptions"":[],""display"":""Login via WeChat"",""title"":""Login via WeChat""},{""descriptions"":[""start/stop workout button""],""display"":""Can only chat when working out"",""title"":""Can only chat when working out""},{""descriptions"":[""shows people who high five you during your workout"",""photos of faces"",""workout length""],""display"":""results screen at end of workout"",""title"":""results screen at end of workout""},{""descriptions"":[""ideal length of workout"",""notification screens if your workout is too short or too long""],""display"":""Workout rules"",""title"":""Workout rules""}]",2015-05-18T07:08:32.517Z,2015-05-18T07:08:30.644Z,1065000,%!s(bool=true)
ObjectId(5559f12cf8bda60300a5ff05),1900000,started,,[],"[{""isCloseable"":true,""isOpenDefault"":true,""isValid"":true,""name"":""Work Proposal"",""subType"":""proposal"",""type"":""system"",""uploaderName"":""""},{""isCloseable"":true,""isOpenByUser"":{""5559f12cf8bda60300a5ff04"":true,""5576d0d789ec540300acee7e"":true},""isOpenDefault"":false,""isValid"":true,""name"":""Work Contract"",""subType"":""contract"",""type"":""system"",""uploaderName"":""""},{""isCloseable"":false,""isOpenDefault"":true,""isValid"":8,""name"":""Milestones"",""subType"":""progress"",""type"":""system"",""uploaderName"":""""},{""isCloseable"":true,""isOpenByUser"":{""5559f12cf8bda60300a5ff04"":true,""5576d0d789ec540300acee7e"":true},""isOpenDefault"":false,""isValid"":true,""name"":""eRetirements Mockups 6.9.15 Final.pptx"",""subType"":""powerpoint"",""type"":""attachment"",""uploaderName"":""Justin Champa"",""url"":""https://www.filepicker.io/api/file/6URksTltR20se3Wl29AF""}]","[{""descriptions"":[""User can browse a map of the US or choose to take a 20-question survey"",""Clicking a state on the map takes the user to the State page""],""display"":""Home page"",""title"":""Home page""},{""descriptions"":[""Shows an outline of the state along with pins for covered cities"",""Clicking a pin takes the user to the City page""],""display"":""State page"",""title"":""State page""},{""descriptions"":[""User is presented with survey questions 1x1"",""Upon completing survey, algorithm recommends several destination cities to the user"",""Clicking on a city takes the user to the City page"",""User is asked to sign up before taking the survey""],""display"":""Survey"",""title"":""Survey""},{""descriptions"":[""Each city has several highlighted residents"",""Can see a \""day in the life\"" of each highlighted resident with sections for their morning, afternoon, and evening""],""display"":""Day in the life page"",""title"":""Day in the life page""},{""descriptions"":[""Fields for name, email, zip, personal info, communication preferences"",""Survey results"",""Saved favorite cities, with option to select 2 or more cities to compare""],""display"":""User profile"",""title"":""User profile""},{""descriptions"":[""Can see a comparison table of data from 2 or more cities across a list of common factors"",""\""Print\"" function so that users can print a printer-friendly version of the City Compare""],""display"":""City comparison"",""title"":""City comparison""},{""descriptions"":[""Admin can add more cities, update information for each city""],""display"":""Simple CMS"",""title"":""Simple CMS""},{""descriptions"":[""Ensure that website looks right on mobile devices""],""display"":""Responsive support"",""title"":""Responsive support""},{""descriptions"":[""After filters are chosen, user is taken to search results page with results matching the filters""],""display"":""Filter page"",""title"":""Filter page""},{""descriptions"":[],""display"":""Simple under-construction landing page"",""title"":""Simple under-construction landing page""},{""descriptions"":[],""display"":""About Us Page"",""title"":""About Us Page""},{""descriptions"":[],""display"":""Contact Us Page"",""title"":""Contact Us Page""},{""descriptions"":[],""display"":""Integration with Google Analytics and Zillow API"",""title"":""Integration with Google Analytics and Zillow API""},{""descriptions"":[],""display"":""A \""share on Facebook/Twitter\"" feature to socially share the quiz results"",""title"":""A \""share on Facebook/Twitter\"" feature to socially share the quiz results""},{""descriptions"":[""Pictures and general overview"",""14 tabs with info on healthcare, demographics, tax rates, feedback from locals, etc"",""Tabs show data in tables, bar \u0026 pie charts, weather graphs, risk indicators, bubbles, and text"",""Widgets include Walkscore (walkability index) and Zillow (current \u0026 historical property values)"",""Can mark a city as favorite""],""display"":""City Page"",""title"":""City Page""}]",2015-05-18T14:03:24.529Z,2015-05-18T14:03:24.595Z,1900000,
ObjectId(555bc70b95c76f0300b10665),1080000,ready,,,"[{""isCloseable"":true,""isOpenDefault"":true,""isValid"":true,""name"":""Work Proposal"",""subType"":""proposal"",""type"":""system"",""uploaderName"":""""},{""isCloseable"":true,""isOpenDefault"":false,""isValid"":true,""name"":""Work Contract"",""subType"":""contract"",""type"":""system"",""uploaderName"":""""}]","[{""descriptions"":[""Pitch the concept to customer""],""display"":""Landing page"",""title"":""Landing page""},{""descriptions"":[""Capture name, email, zip code"",""Inform customer if their city is not supported"",""Customer has option to join or get emailed later when their city is supported"",""Customer is taken to the menu page after successful signup""],""display"":""Sign up flow"",""title"":""Sign up flow""},{""descriptions"":[""Shows several dishes of the day along with names, pictures, key ingredients"",""Option to view more details on each dish or order it"",""Box to enter delivery address (first time only)""],""display"":""Menu page"",""title"":""Menu page""},{""descriptions"":[""Big picture of dish, name, key ingredients at top"",""Pictures of each ingredient"",""Brief description""],""display"":""Dish page"",""title"":""Dish page""},{""descriptions"":[""Enter payment options"",""Change name, password, email, phone""],""display"":""Settings page"",""title"":""Settings page""},{""descriptions"":[""User can see items in cart, can elect to place order"",""After order is placed, user is shown confirmation page with estimated time (always 30 mins)"",""Stripe to place orders""],""display"":""Cart view"",""title"":""Cart view""},{""descriptions"":[""View orders with delivery addresses""],""display"":""Admin page"",""title"":""Admin page""},{""descriptions"":[],""display"":""Integration of design from UI/UX agency"",""title"":""Integration of design from UI/UX agency""}]",2015-05-19T23:28:11.089Z,2015-05-19T23:28:10.855Z,1080000,%!s(bool=true)
ObjectId(555c055e95c76f0300b10668),1330000,ready,,,"[{""isCloseable"":true,""isOpenByUser"":{},""isOpenDefault"":true,""isValid"":true,""name"":""Work Proposal"",""subType"":""proposal"",""type"":""system"",""uploaderName"":""""},{""isCloseable"":true,""isOpenByUser"":{},""isOpenDefault"":false,""isValid"":true,""name"":""Work Contract"",""subType"":""contract"",""type"":""system"",""uploaderName"":""""}]","[{""descriptions"":[""Value prop"",""Can log in using existing accounts on other social nets""],""display"":""Landing page"",""title"":""Landing page""},{""descriptions"":[""Shows your profile info"",""Summary of what's happening that day"",""Todo list"",""Tab where you an view full calendar (source from outlook or google)"",""New feed - include real news from external API, personalize it; show friend activity; can post links, documents, pictures, and text""],""display"":""Home page (private)"",""title"":""Home page (private)""},{""descriptions"":[""Simplified version of home page"",""Only show profile info, news feed""],""display"":""Profile page (public to friends)"",""title"":""Profile page (public to friends)""},{""descriptions"":[""Can create a group"",""Newsfeed for members"",""Private, can invite people""],""display"":""Groups"",""title"":""Groups""},{""descriptions"":[],""display"":""Messaging"",""title"":""Messaging""},{""descriptions"":[""Can add / remove friends"",""Friend requests must be accepted by recipient""],""display"":""Friending"",""title"":""Friending""},{""descriptions"":[""User can search for people or articles""],""display"":""Search"",""title"":""Search""}]",2015-05-20T03:54:06.641Z,2015-05-20T03:58:49.394Z,1330000,%!s(bool=true)
ObjectId(555cd7fd841c8803008fc800),1740000,ready,,,"[{""isCloseable"":true,""isOpenByUser"":{},""isOpenDefault"":true,""isValid"":true,""name"":""Work Proposal"",""subType"":""proposal"",""type"":""system"",""uploaderName"":""""},{""isCloseable"":true,""isOpenByUser"":{},""isOpenDefault"":false,""isValid"":true,""name"":""Work Contract"",""subType"":""contract"",""type"":""system"",""uploaderName"":""""}]","[{""descriptions"":[""Active deals page - Ability to request a due diligence packet, sends a notif to the admin; Ability to sort/tag deals by market, type (SaaS vs consumer), location"",""Investor \u0026 founder login / signup"",""Investors are asked for preferences while signing up"",""About us, team, contact, careers"",""Similar to Ingress Capital https://www.ingresscapital.com/deals""],""display"":""Marketplace website"",""title"":""Marketplace website""},{""descriptions"":[""Investors can track private investments"",""News feed - See tweets from or about companies they’ve invested in, mini investor update posts from the company, Suggested companies to follow"",""Dashboard showing investments"",""Can click an investment to see financials, updates, news feed, quarterly video updates"",""Can visit company profiles, optionally invest"",""Investor groups - Ability to create or join investor groups to discuss deals, each has its own wall"",""Profile - can set personal information, preferences for what companies you want to see""],""display"":""Investor dashboard"",""title"":""Investor dashboard""},{""descriptions"":[""Can create companies, join companies, approve people to join your companies"",""Company profiles - Can update fields like target market, traction, team members; Show current investors, CFO can upload quarterly financials, founders can upload video updates"",""Can ask for help from investors, pings everyone on the list""],""display"":""Entrepreneur dashboard"",""title"":""Entrepreneur dashboard""},{""descriptions"":[],""display"":""Admin dashboard"",""title"":""Admin dashboard""}]",2015-05-20T18:52:45.081Z,2015-05-20T18:52:44.011Z,1740000,%!s(bool=true)
ObjectId(555e3314faeb4e0300407b4e),250000,done,,[],"[{""isCloseable"":true,""isOpenByUser"":{""546f0274051add020079c688"":false},""isOpenDefault"":true,""isValid"":true,""name"":""Work Proposal"",""subType"":""proposal"",""type"":""system"",""uploaderName"":""""},{""isCloseable"":true,""isOpenByUser"":{""546f0274051add020079c688"":true},""isOpenDefault"":false,""isValid"":true,""name"":""Work Contract"",""subType"":""contract"",""type"":""system"",""uploaderName"":""""}]","[{""descriptions"":[""Briefly explain the service"",""Options to sign up, log in"",""FAQ page""],""title"":""Landing page""},{""descriptions"":[""Sign up with email, password, area code, 4-digit door code"",""Log in with email, password"",""Twilio number is provisioned for each new account""],""title"":""New accounts""},{""descriptions"":[""Users get a 30-day free trial then are required to subscribe or the account is suspended"",""Subscription is handled with Stripe""],""title"":""Subscription / Free trial""},{""descriptions"":[""Home page is the existing \""Better Apartment call box\""project home page"",""Added option to cancel subscription""],""title"":""Customer home page""},{""descriptions"":[],""title"":""Quick UI cleanup""}]",2015-05-21T19:33:40.076Z,2015-05-21T19:33:39.985Z,250000,
ObjectId(556488d5e16301030030a885),1500000,ready,,,"[{""isCloseable"":true,""isOpenByUser"":{""546f0274051add020079c688"":false,""5552826f90400703008494f3"":true},""isOpenDefault"":true,""isValid"":true,""name"":""Work Proposal"",""subType"":""proposal"",""type"":""system"",""uploaderName"":""""},{""isCloseable"":true,""isOpenByUser"":{""5552826f90400703008494f3"":true,""556488d5e16301030030a884"":true},""isOpenDefault"":false,""isValid"":true,""name"":""Work Contract"",""subType"":""contract"",""type"":""system"",""uploaderName"":""""},{""isCloseable"":true,""isOpenByUser"":{""546f0274051add020079c688"":false,""556488d5e16301030030a884"":true},""isOpenDefault"":false,""isValid"":true,""name"":""NDA"",""subType"":""nda"",""type"":""system"",""uploaderName"":""""}]","[{""descriptions"":[],""display"":""Allow users to upload, browse, tag, like and share photos of hair styles, braids, color, etc."",""title"":""Allow users to upload, browse, tag, like and share photos of hair styles, braids, color, etc.""},{""descriptions"":[],""display"":""Coding and build of App for iOS 8"",""title"":""Coding and build of App for iOS 8""},{""descriptions"":[],""display"":""Tag photos according to hair styles, braids, color, etc."",""title"":""Tag photos according to hair styles, braids, color, etc.""},{""descriptions"":[],""display"":""Find and connect with local hair stylists who can create a given style by tag, identified via user GPS and stylist location."",""title"":""Find and connect with local hair stylists who can create a given style by tag, identified via user GPS and stylist location.""},{""descriptions"":[],""display"":""User ID and login"",""title"":""User ID and login""},{""descriptions"":[],""display"":""High-fidelity visual user interface design."",""title"":""High-fidelity visual user interface design.""},{""descriptions"":[],""display"":""Share hair photos on Pinterest, Facebook."",""title"":""Share hair photos on Pinterest, Facebook.""},{""descriptions"":[],""display"":""Invite friends to join and comment on hair photos via the iOS address book."",""title"":""Invite friends to join and comment on hair photos via the iOS address book.""},{""descriptions"":[],""display"":""Submit to app to Apple app store"",""title"":""Submit to app to Apple app store""},{""descriptions"":[],""display"":""Web landing page for photos with links to share and signup"",""title"":""Web landing page for photos with links to share and signup""}]",2015-05-26T14:53:09.920Z,2015-05-26T14:52:27.507Z,1500000,%!s(bool=true)
ObjectId(5564cc7ce16301030030a88a),900000,ready,,,"[{""isCloseable"":true,""isOpenDefault"":true,""isValid"":true,""name"":""Work Proposal"",""subType"":""proposal"",""type"":""system"",""uploaderName"":""""},{""isCloseable"":true,""isOpenByUser"":{""5564cc7ce16301030030a889"":false},""isOpenDefault"":false,""isValid"":true,""name"":""Work Contract"",""subType"":""contract"",""type"":""system"",""uploaderName"":""""}]","[{""descriptions"":[],""display"":""No user login"",""title"":""No user login""},{""descriptions"":[],""display"":""Store user's home address and work address"",""title"":""Store user's home address and work address""},{""descriptions"":[""Display best route based on that day's traffic"",""No navigation""],""display"":""Integrate with Google Maps"",""title"":""Integrate with Google Maps""},{""descriptions"":[],""display"":""User enters morning and evening notification times."",""title"":""User enters morning and evening notification times.""},{""descriptions"":[],""display"":""Help with submissin to Apple app store"",""title"":""Help with submissin to Apple app store""},{""descriptions"":[],""display"":""Basic design work"",""title"":""Basic design work""}]",2015-05-26T19:41:48.345Z,2015-05-26T19:42:43.208Z,900000,%!s(bool=true)
ObjectId(5565e35cae85290300d48b41),400000,started,,[],"[{""isCloseable"":true,""isOpenDefault"":true,""isValid"":true,""name"":""Work Proposal"",""subType"":""proposal"",""type"":""system"",""uploaderName"":""""},{""isCloseable"":true,""isOpenDefault"":false,""isValid"":true,""name"":""Work Contract"",""subType"":""contract"",""type"":""system"",""uploaderName"":""""},{""isCloseable"":false,""isOpenDefault"":true,""isValid"":2,""name"":""Milestones"",""subType"":""progress"",""type"":""system"",""uploaderName"":""""},{""isCloseable"":false,""isOpenDefault"":true,""isValid"":0,""name"":""Whiteboard"",""subType"":""whiteboard"",""type"":""system"",""uploaderName"":""""},{""isCloseable"":true,""isOpenByUser"":{""55a7e3a3239fa903006172df"":true},""isOpenDefault"":false,""isValid"":true,""name"":""apiKey-production.properties"",""subType"":""other"",""type"":""attachment"",""uploaderName"":""Joseph Swenson"",""url"":""https://www.filepicker.io/api/file/rUXaSO41Rk6PMEPnSSyG""},{""isCloseable"":true,""isOpenByUser"":{""55a7e3a3239fa903006172df"":true},""isOpenDefault"":false,""isValid"":true,""name"":""apiKey-staging.properties"",""subType"":""other"",""type"":""attachment"",""uploaderName"":""Joseph Swenson"",""url"":""https://www.filepicker.io/api/file/LpJJczFCS02Cqw40VG4X""}]","[{""descriptions"":[],""display"":""Implement the attached UI in HTML (http://bit.ly/1Kyib9e)"",""title"":""Implement the attached UI in HTML (http://bit.ly/1Kyib9e)""},{""descriptions"":[],""display"":""Layer on top of existing Phonegap app"",""title"":""Layer on top of existing Phonegap app""},{""descriptions"":[],""display"":""Rebuild the auth mechanism"",""title"":""Rebuild the auth mechanism""}]",2015-05-27T15:31:40.423Z,2015-05-27T15:31:09.576Z,400000,%!s(bool=false)
ObjectId(5566072aae85290300d48b53),340000,started,,[],"[{""isCloseable"":true,""isOpenDefault"":true,""isValid"":true,""name"":""Work Proposal"",""subType"":""proposal"",""type"":""system"",""uploaderName"":""""},{""isCloseable"":true,""isOpenByUser"":{""5576d0d789ec540300acee7e"":true},""isOpenDefault"":false,""isValid"":true,""name"":""Work Contract"",""subType"":""contract"",""type"":""system"",""uploaderName"":""""},{""isCloseable"":true,""isOpenByUser"":{""55660729ae85290300d48b52"":true,""5576d0d789ec540300acee7e"":true},""isOpenDefault"":false,""isValid"":true,""name"":""Email thread with Ganael (Gigster project - Improvements to Wordpress site).pdf"",""subType"":""pdf"",""type"":""attachment"",""uploaderName"":""Roger Dickey"",""url"":""https://www.filepicker.io/api/file/QW4V3KR3SH6vAyZyrnro""},{""isCloseable"":false,""isOpenDefault"":true,""isValid"":4,""name"":""Milestones"",""subType"":""progress"",""type"":""system"",""uploaderName"":""""},{""isCloseable"":true,""isOpenByUser"":{""5576d0d789ec540300acee7e"":true},""isOpenDefault"":false,""isValid"":true,""name"":""CrowdAcademyAccess.pdf"",""subType"":""pdf"",""type"":""attachment"",""uploaderName"":""ganael@gmail.com"",""url"":""https://www.filepicker.io/api/file/JHRgxggQkW8YYgcScdvg""},{""isCloseable"":true,""isOpenByUser"":{""5576d0d789ec540300acee7e"":true},""isOpenDefault"":false,""isValid"":true,""name"":""AmenAccess.pdf"",""subType"":""pdf"",""type"":""attachment"",""uploaderName"":""ganael@gmail.com"",""url"":""https://www.filepicker.io/api/file/XicmUCQY2dZmrkkELIQX""}]","[{""descriptions"":[],""display"":""Add English/French translation switch"",""title"":""Add English/French translation switch""},{""descriptions"":[""editable without knowing how to code"",""dynamic \""latest posts\"" from the blog on \""home\"""",""invite to subscribe to the newsletter on both pages"",""downloadable PDFs sent to an email address after entering name and emai""],""display"":""\""home\"" + page describing \""services\"""",""title"":""\""home\"" + page describing \""services\""""},{""descriptions"":[""Keep the existing page for the \""Book\"" with real book for sale, but also digital version (sent to email after purchase)"",""Create a product page with new digital books and documents call \""ToolBox\"" with downloadable PDF digital products which can be paid in one click stripe popup, digital sent to email after purchase""],""display"":""Create a products page (for new products and existing book"",""title"":""Create a products page (for new products and existing book""},{""descriptions"":[""Integrated to keep website header (and elementary design thinks like : colors, fonts, etc)"",""Integrated to collect the name and email adress within the same Mailchimp/Mailjet account, in a specific group""],""display"":""\""Product Hunt\""-like page"",""title"":""\""Product Hunt\""-like page""},{""descriptions"":[""purchasing via stripe should create a new customer in freshbook, create an invoice, send by email to customer""],""display"":""Freshbook integration"",""title"":""Freshbook integration""},{""descriptions"":[],""display"":""Emails on site collected on a mailchimp/mailjet account for easier management"",""title"":""Emails on site collected on a mailchimp/mailjet account for easier management""},{""descriptions"":[""widget with latest tweets"",""two sections/paramater to advertise book page and shop page""],""display"":""dynamic \""blog\"" on \""home\"" page"",""title"":""dynamic \""blog\"" on \""home\"" page""}]",2015-05-27T18:04:26.076Z,2015-05-27T18:04:24.684Z,340000,%!s(bool=false)
ObjectId(55662945685c2b0300fad912),2400000,ready,,,"[{""isCloseable"":true,""isOpenDefault"":false,""isValid"":true,""name"":""instaread mock-ups.pdf"",""subType"":""pdf"",""type"":""attachment"",""uploaderName"":""rahul@idreambooks.com"",""url"":""https://www.filepicker.io/api/file/ouuw49clTaSxPnueDflT""},{""isCloseable"":true,""isOpenDefault"":true,""isValid"":true,""name"":""Work Proposal"",""subType"":""proposal"",""type"":""system"",""uploaderName"":""""},{""isCloseable"":true,""isOpenDefault"":false,""isValid"":true,""name"":""Work Contract"",""subType"":""contract"",""type"":""system"",""uploaderName"":""""}]","[{""descriptions"":[""Users can pay immediately or do a limited 30-day trial (with CC entry first)""],""display"":""Sign up / log in"",""title"":""Sign up / log in""},{""descriptions"":[],""display"":""Simple tutorial"",""title"":""Simple tutorial""},{""descriptions"":[""User sees a list of all books"",""Each book has name, picture, author, review score""],""display"":""Book directory"",""title"":""Book directory""},{""descriptions"":[""User can read any book in a beautifully simple, full-screen reader"",""E-reader saves progress""],""display"":""E-reader"",""title"":""E-reader""},{""descriptions"":[""Change payment method"",""Unsubscribe""],""display"":""Settings"",""title"":""Settings""},{""descriptions"":[""Upload new books""],""display"":""Admin website"",""title"":""Admin website""}]",2015-05-27T20:29:57.925Z,2015-05-27T20:29:57.749Z,2400000,%!s(bool=true)
ObjectId(55663aeb685c2b0300fad917),3000000,ready,,[],"[{""isCloseable"":true,""isOpenDefault"":true,""isValid"":true,""name"":""Work Proposal"",""subType"":""proposal"",""type"":""system"",""uploaderName"":""""},{""isCloseable"":true,""isOpenDefault"":false,""isValid"":true,""name"":""Work Contract"",""subType"":""contract"",""type"":""system"",""uploaderName"":""""}]","[{""descriptions"":[""photos"",""Usernames"",""Location"",""past reviews \u0026 ratings""],""display"":""User accounts and public profiles"",""title"":""User accounts and public profiles""},{""descriptions"":[""uploaded via admin inteface""],""display"":""Profiles of licensed agents with demographic data and office location"",""title"":""Profiles of licensed agents with demographic data and office location""},{""descriptions"":[],""display"":""5-star ratings and reviews of agents"",""title"":""5-star ratings and reviews of agents""},{""descriptions"":[],""display"":""High-fidelity UX \u0026 visual design"",""title"":""High-fidelity UX \u0026 visual design""},{""descriptions"":[""including .CSV uploader""],""display"":""Admin interface for adding, deleting and editing agent info"",""title"":""Admin interface for adding, deleting and editing agent info""},{""descriptions"":[],""display"":""Ability to tag the agents with different specialties"",""title"":""Ability to tag the agents with different specialties""},{""descriptions"":[""Space for placement on pages""],""display"":""Ability to monetize via banner ads"",""title"":""Ability to monetize via banner ads""},{""descriptions"":[""Billing mechanism to charge agents a subscription fee""],""display"":""Ability to send lead information to agents who subscribe to the service."",""title"":""Ability to send lead information to agents who subscribe to the service.""},{""descriptions"":[""URL structure"",""Metadata"",""Tags""],""display"":""Search Engine Optimization"",""title"":""Search Engine Optimization""}]",2015-05-27T21:45:15.855Z,2015-05-27T21:45:15.799Z,3000000,
ObjectId(55678110d966a2030009d09f),530000,ready,,,"[{""isCloseable"":true,""isOpenDefault"":true,""isValid"":true,""name"":""Work Proposal"",""subType"":""proposal"",""type"":""system"",""uploaderName"":""""},{""isCloseable"":true,""isOpenDefault"":false,""isValid"":true,""name"":""Work Contract"",""subType"":""contract"",""type"":""system"",""uploaderName"":""""}]","[{""descriptions"":[""Explain the concept, show sample art"",""Artists can sign up or log in"",""Buyers can sign up to be informed when the site launches""],""display"":""Landing page"",""title"":""Landing page""},{""descriptions"":[""Can configure their profile"",""Can upload art pieces to create new art profiles"",""Can view their personal profile, art profile pages""],""display"":""Artists"",""title"":""Artists""}]",2015-05-28T20:56:48.297Z,2015-05-28T20:56:48.036Z,530000,
ObjectId(5569ca69a576010300773020),2800000,ready,,,"[{""isCloseable"":true,""isOpenDefault"":true,""isValid"":true,""name"":""Work Proposal"",""subType"":""proposal"",""type"":""system"",""uploaderName"":""""},{""isCloseable"":true,""isOpenDefault"":false,""isValid"":true,""name"":""Work Contract"",""subType"":""contract"",""type"":""system"",""uploaderName"":""""}]","[{""descriptions"":[""Optional Google account auth login""],""display"":""Secure user accounts"",""title"":""Secure user accounts""},{""descriptions"":[""Native address book integration"",""Email"",""Mobile phone""],""display"":""Contacts"",""title"":""Contacts""},{""descriptions"":[""Email"",""SMS""],""display"":""Ability to send messages to segments of the entire contact list, sorted by contact type"",""title"":""Ability to send messages to segments of the entire contact list, sorted by contact type""},{""descriptions"":[""DJ"",""Celebrity"",""Social media influencer"",""Label head""],""display"":""Ability to tag contacts by type"",""title"":""Ability to tag contacts by type""},{""descriptions"":[""Creates a unique URL for each and every person and message"",""Large social sharing buttons to share on Facebook and Twitter""],""display"":""Unique, automatically generated webpage for each person and sharing event."",""title"":""Unique, automatically generated webpage for each person and sharing event.""},{""descriptions"":[""Import private and public tracks"",""Create tags and rules for who can see a track"",""Automatically embed tracks in shared webpage based on user-created rules""],""display"":""Soundcloud integration"",""title"":""Soundcloud integration""},{""descriptions"":[],""display"":""Daily email to user with stats on who opened sent messages and how many visits each page received"",""title"":""Daily email to user with stats on who opened sent messages and how many visits each page received""},{""descriptions"":[],""display"":""Help publishing to Apple App Store"",""title"":""Help publishing to Apple App Store""},{""descriptions"":[],""display"":""Simple wireframes and low fidelity visual design"",""title"":""Simple wireframes and low fidelity visual design""},{""descriptions"":[""HIGH FIDELITY VISUAL DESIGN NOT INCLUDED""],""display"":""REQUIRES THIRD-PARTY DESIGNER."",""title"":""REQUIRES THIRD-PARTY DESIGNER.""}]",2015-05-30T14:34:17.446Z,2015-05-30T14:34:09.938Z,2800000,%!s(bool=true)
ObjectId(556afef7674f9603000a4269),100000,ready,,,"[{""isCloseable"":true,""isOpenDefault"":true,""isValid"":true,""name"":""Work Proposal"",""subType"":""proposal"",""type"":""system"",""uploaderName"":""""},{""isCloseable"":true,""isOpenByUser"":{""556afef6674f9603000a4268"":true},""isOpenDefault"":false,""isValid"":true,""name"":""Work Contract"",""subType"":""contract"",""type"":""system"",""uploaderName"":""""},{""isCloseable"":true,""isOpenByUser"":{""546f0274051add020079c688"":true,""556afef6674f9603000a4268"":true},""isOpenDefault"":false,""isValid"":true,""name"":""design press press.jpg"",""subType"":""image"",""type"":""attachment"",""uploaderName"":""embrookerisles@gmail.com"",""url"":""https://www.filepicker.io/api/file/SxpHoe0dSz6AXrrxBwx6""},{""isCloseable"":true,""isOpenByUser"":{""546f0274051add020079c688"":true,""556afef6674f9603000a4268"":true},""isOpenDefault"":false,""isValid"":true,""name"":""Screen Shot 2015-06-03 at 5.43.17 pm.png"",""subType"":""image"",""type"":""attachment"",""uploaderName"":""embrookerisles@gmail.com"",""url"":""https://www.filepicker.io/api/file/98gLVT3vT2Gs9GQ9WQqw""},{""isCloseable"":true,""isOpenByUser"":{""546f0274051add020079c688"":true,""556afef6674f9603000a4268"":true},""isOpenDefault"":false,""isValid"":true,""name"":""Screen Shot 2015-06-03 at 5.43.17 pm.png"",""subType"":""image"",""type"":""attachment"",""uploaderName"":""embrookerisles@gmail.com"",""url"":""https://www.filepicker.io/api/file/HwxODBFnRYCRtD1EnmD1""},{""isCloseable"":true,""isOpenByUser"":{""546f0274051add020079c688"":true,""556afef6674f9603000a4268"":true},""isOpenDefault"":false,""isValid"":true,""name"":""Screen Shot 2015-06-03 at 1.23.27 pm.png"",""subType"":""image"",""type"":""attachment"",""uploaderName"":""embrookerisles@gmail.com"",""url"":""https://www.filepicker.io/api/file/ekPzNuJtSmWGRRUtFsB7""}]","[{""descriptions"":[],""display"":""No accounts"",""title"":""No accounts""},{""descriptions"":[],""display"":""Select tech media you want to contact from a list of available publications"",""title"":""Select tech media you want to contact from a list of available publications""},{""descriptions"":[],""display"":""Enter pitch into a box"",""title"":""Enter pitch into a box""},{""descriptions"":[],""display"":""Click a button to email everyone selected"",""title"":""Click a button to email everyone selected""},{""descriptions"":[],""display"":""Client will supply mailing list"",""title"":""Client will supply mailing list""},{""descriptions"":[],""display"":""Admin so client can change the list anytime (do this later)"",""title"":""Admin so client can change the list anytime (do this later)""},{""descriptions"":[],""display"":""Google analytics"",""title"":""Google analytics""}]",2015-05-31T12:30:47.782Z,2015-05-31T12:30:47.294Z,100000,%!s(bool=true)
